CustomerID,Date (dd/mm/yyyy),Sum of Day,Sum of Discount Value,Sum of Month,Order Count,Sum of Net Sales,Sum of Price Per Unit(USD),Product ID,Sum of Profit,Sum of Promotion Discount,PromotionID,Sum of Total Sales,Sum of Units Sold,Sum of Year
19,2020-09-26 00:00:00,26,0,9,497,277497,92499,P005,27749.7,0,0,277497,3,2020
19,2020-10-01 00:00:00,1,0,10,2347,9998,4999,P014,999.8000000000001,0,0,9998,2,2020
19,2020-10-11 00:00:00,11,0,10,1141,8499,8499,P015,849.9000000000001,0,0,8499,1,2020
19,2020-11-13 00:00:00,13,0,11,2461,6999,6999,P007,699.9000000000001,0,0,6999,1,2020
19,2021-01-24 00:00:00,24,0,1,2967,16497,5499,P026,1649.7,0,0,16497,3,2021
19,2021-01-27 00:00:00,27,0,1,3306,4497,1499,P011,449.70000000000005,0,0,4497,3,2021
19,2021-01-29 00:00:00,29,0,1,360,8997,2999,P012,899.7,0,0,8997,3,2021
19,2021-01-30 00:00:00,30,0,1,3039,1047,349,P028,104.7,0,0,1047,3,2021
19,2021-02-06 00:00:00,6,0,2,1002,2097,699,P027,209.70000000000002,0,0,2097,3,2021
19,2021-02-23 00:00:00,23,0,2,2706,3998,1999,P022,399.8,0,0,3998,2,2021
19,2021-03-06 00:00:00,6,0,3,958,47997,15999,P013,4799.7,0,0,47997,3,2021
19,2021-03-07 00:00:00,7,0,3,1720,798,399,P030,79.80000000000001,0,0,798,2,2021
19,2021-03-07 00:00:00,7,0,3,680,1299,1299,P021,129.9,0,0,1299,1,2021
19,2021-03-12 00:00:00,12,0,3,2704,20998,10499,P017,2099.8,0,0,20998,2,2021
19,2021-04-13 00:00:00,13,599.6,4,1333,2997.8,1499,P011,299.78000000000003,0.2,PR001,2998,2,2021
19,2021-05-15 00:00:00,15,1399.6000000000001,5,2219,6997.8,3499,P009,699.7800000000001,0.2,PR001,6998,2,2021
19,2021-05-17 00:00:00,17,2199.6,5,763,10997.8,5499,P026,1099.78,0.2,PR001,10998,2,2021
19,2021-05-31 00:00:00,31,899.4000000000001,5,2799,4496.8,1499,P023,449.68000000000006,0.2,PR001,4497,3,2021
19,2021-06-24 00:00:00,24,0,6,809,89999,89999,P003,8999.9,0,0,89999,1,2021
19,2021-07-19 00:00:00,19,0,7,2030,4497,1499,P011,449.70000000000005,0,0,4497,3,2021
19,2021-08-01 00:00:00,1,0,8,3102,3499,3499,P009,349.90000000000003,0,0,3499,1,2021
19,2021-08-14 00:00:00,14,0,8,610,2199,2199,P010,219.9,0,0,2199,1,2021
19,2021-10-07 00:00:00,7,0,10,1355,20997,6999,P007,2099.7000000000003,0,0,20997,3,2021
19,2021-11-02 00:00:00,2,0,11,1045,3897,1299,P021,389.70000000000005,0,0,3897,3,2021
19,2021-11-06 00:00:00,6,0,11,2568,159998,79999,P001,15999.800000000001,0,0,159998,2,2021
19,2021-11-20 00:00:00,20,0,11,650,297,99,P029,29.700000000000003,0,0,297,3,2021
19,2021-11-24 00:00:00,24,0,11,63,5997,1999,P022,599.7,0,0,5997,3,2021
19,2021-11-25 00:00:00,25,0,11,1026,6999,6999,P007,699.9000000000001,0,0,6999,1,2021
19,2021-12-13 00:00:00,13,0,12,2432,89999,89999,P003,8999.9,0,0,89999,1,2021
19,2022-01-04 00:00:00,4,0,1,2574,1999,1999,P022,199.9,0,0,1999,1,2022
19,2022-01-24 00:00:00,24,0,1,1422,26997,8999,P025,2699.7000000000003,0,0,26997,3,2022
19,2022-02-12 00:00:00,12,0,2,2887,20997,6999,P007,2099.7000000000003,0,0,20997,3,2022
19,2022-02-13 00:00:00,13,0,2,549,159998,79999,P001,15999.800000000001,0,0,159998,2,2022
19,2022-02-23 00:00:00,23,0,2,712,17998,8999,P025,1799.8000000000002,0,0,17998,2,2022
19,2022-03-05 00:00:00,5,0,3,595,22497,7499,P006,2249.7000000000003,0,0,22497,3,2022
19,2022-04-06 00:00:00,6,1499.8000000000002,4,1591,7498.8,7499,P006,749.8800000000001,0.2,PR001,7499,1,2022
19,2022-04-07 00:00:00,7,399.8,4,1414,1998.8,1999,P022,199.88,0.2,PR001,1999,1,2022
19,2022-04-13 00:00:00,13,4199.400000000001,4,2577,20996.8,6999,P007,2099.68,0.2,PR001,20997,3,2022
19,2022-04-30 00:00:00,30,2999.4,4,1288,14996.8,4999,P014,1499.68,0.2,PR001,14997,3,2022
19,2022-05-13 00:00:00,13,599.6,5,2935,2997.8,1499,P011,299.78000000000003,0.2,PR001,2998,2,2022
19,2022-05-16 00:00:00,16,9599.4,5,2858,47996.8,15999,P013,4799.68,0.2,PR001,47997,3,2022
19,2022-05-18 00:00:00,18,4199.6,5,3441,20997.8,10499,P017,2099.78,0.2,PR001,20998,2,2022
19,2022-06-04 00:00:00,4,0,6,2800,4398,2199,P010,439.8,0,0,4398,2,2022
19,2022-08-28 00:00:00,28,0,8,1935,399,399,P030,39.900000000000006,0,0,399,1,2022
19,2022-10-29 00:00:00,29,0,10,165,129998,64999,P004,12999.800000000001,0,0,129998,2,2022
19,2022-11-13 00:00:00,13,0,11,1017,1499,1499,P023,149.9,0,0,1499,1,2022
19,2022-11-15 00:00:00,15,0,11,2742,139998,69999,P002,13999.800000000001,0,0,139998,2,2022
19,2022-12-28 00:00:00,28,0,12,3301,698,349,P028,69.8,0,0,698,2,2022
19,2023-01-24 00:00:00,24,0,1,594,16497,5499,P008,1649.7,0,0,16497,3,2023
19,2023-01-27 00:00:00,27,0,1,593,8999,8999,P025,899.9000000000001,0,0,8999,1,2023
19,2023-02-03 00:00:00,3,0,2,3292,1999,1999,P022,199.9,0,0,1999,1,2023
19,2023-02-07 00:00:00,7,0,2,1768,699,699,P027,69.9,0,0,699,1,2023
19,2023-04-20 00:00:00,20,2799.6000000000004,4,93,13997.8,6999,P007,1399.78,0.2,PR001,13998,2,2023
19,2023-05-04 00:00:00,4,1199.4,5,1588,5996.8,1999,P022,599.6800000000001,0.2,PR001,5997,3,2023
19,2023-05-20 00:00:00,20,879.6,5,2425,4397.8,2199,P010,439.78000000000003,0.2,PR001,4398,2,2023
19,2023-06-05 00:00:00,5,0,6,411,13998,6999,P007,1399.8000000000002,0,0,13998,2,2023
19,2023-07-23 00:00:00,23,3499,7,2677,6997.5,3499,P009,699.75,0.5,PR004,6998,2,2023
19,2023-08-06 00:00:00,6,0,8,2003,239997,79999,P001,23999.7,0,0,239997,3,2023
19,2023-08-09 00:00:00,9,0,8,920,349,349,P028,34.9,0,0,349,1,2023
19,2023-08-13 00:00:00,13,0,8,2740,11998,5999,P019,1199.8,0,0,11998,2,2023
19,2023-08-19 00:00:00,19,0,8,282,16497,5499,P026,1649.7,0,0,16497,3,2023
19,2023-08-21 00:00:00,21,0,8,2804,6897,2299,P018,689.7,0,0,6897,3,2023
19,2023-08-27 00:00:00,27,0,8,977,194997,64999,P004,19499.7,0,0,194997,3,2023
19,2023-09-28 00:00:00,28,0,9,2074,184998,92499,P005,18499.8,0,0,184998,2,2023
19,2023-10-30 00:00:00,30,0,10,971,159998,79999,P001,15999.800000000001,0,0,159998,2,2023
19,2023-11-16 00:00:00,16,0,11,559,8397,2799,P024,839.7,0,0,8397,3,2023
19,2023-11-20 00:00:00,20,0,11,2913,2799,2799,P024,279.90000000000003,0,0,2799,1,2023
19,2023-12-25 00:00:00,25,97998.59999999999,12,726,139997.3,69999,P002,13999.73,0.7,PR005,139998,2,2023
2,2020-01-10 00:00:00,10,0,1,596,179998,89999,P003,17999.8,0,0,179998,2,2020
2,2020-02-22 00:00:00,22,0,2,1681,4398,2199,P010,439.8,0,0,4398,2,2020
2,2020-04-07 00:00:00,7,27999.600000000002,4,1190,139997.8,69999,P002,13999.779999999999,0.2,PR001,139998,2,2020
2,2020-04-24 00:00:00,24,1679.4,4,1339,8396.8,2799,P024,839.68,0.2,PR001,8397,3,2020
2,2020-05-26 00:00:00,26,1199.6000000000001,5,373,5997.8,2999,P012,599.7800000000001,0.2,PR001,5998,2,2020
2,2020-05-31 00:00:00,31,5199.6,5,3048,25997.8,12999,P020,2599.78,0.2,PR001,25998,2,2020
2,2020-06-23 00:00:00,23,0,6,1864,15999,15999,P013,1599.9,0,0,15999,1,2020
2,2020-06-24 00:00:00,24,0,6,499,16497,5499,P008,1649.7,0,0,16497,3,2020
2,2020-07-02 00:00:00,2,0,7,2899,17998,8999,P025,1799.8000000000002,0,0,17998,2,2020
2,2020-07-14 00:00:00,14,0,7,533,129998,64999,P004,12999.800000000001,0,0,129998,2,2020
2,2020-09-28 00:00:00,28,0,9,2885,179998,89999,P003,17999.8,0,0,179998,2,2020
2,2020-10-03 00:00:00,3,0,10,1150,3897,1299,P021,389.70000000000005,0,0,3897,3,2020
2,2020-10-09 00:00:00,9,0,10,693,349,349,P028,34.9,0,0,349,1,2020
2,2020-10-14 00:00:00,14,0,10,1347,184998,92499,P005,18499.8,0,0,184998,2,2020
2,2020-11-19 00:00:00,19,0,11,2926,64999,64999,P004,6499.900000000001,0,0,64999,1,2020
2,2020-12-12 00:00:00,12,0,12,3285,25998,12999,P020,2599.8,0,0,25998,2,2020
2,2020-12-15 00:00:00,15,0,12,1278,12999,12999,P020,1299.9,0,0,12999,1,2020
2,2020-12-21 00:00:00,21,0,12,2719,16998,8499,P015,1699.8000000000002,0,0,16998,2,2020
2,2021-01-24 00:00:00,24,0,1,923,17997,5999,P019,1799.7,0,0,17997,3,2021
2,2021-01-27 00:00:00,27,0,1,2886,89999,89999,P003,8999.9,0,0,89999,1,2021
2,2021-06-07 00:00:00,7,0,6,3136,38997,12999,P020,3899.7000000000003,0,0,38997,3,2021
2,2021-06-21 00:00:00,21,0,6,2865,2999,2999,P012,299.90000000000003,0,0,2999,1,2021
2,2021-06-25 00:00:00,25,0,6,1023,4497,1499,P023,449.70000000000005,0,0,4497,3,2021
2,2021-07-29 00:00:00,29,0,7,3150,6897,2299,P018,689.7,0,0,6897,3,2021
2,2021-08-31 00:00:00,31,0,8,1515,7499,7499,P006,749.9000000000001,0,0,7499,1,2021
2,2021-10-10 00:00:00,10,0,10,1229,129998,64999,P004,12999.800000000001,0,0,129998,2,2021
2,2021-10-25 00:00:00,25,0,10,717,139998,69999,P002,13999.800000000001,0,0,139998,2,2021
2,2021-12-19 00:00:00,19,0,12,2224,3499,3499,P009,349.90000000000003,0,0,3499,1,2021
2,2022-01-02 00:00:00,2,0,1,771,2999,2999,P012,299.90000000000003,0,0,2999,1,2022
2,2022-02-25 00:00:00,25,0,2,1936,47997,15999,P013,4799.7,0,0,47997,3,2022
2,2022-03-10 00:00:00,10,0,3,20,6597,2199,P010,659.7,0,0,6597,3,2022
2,2022-03-28 00:00:00,28,0,3,1616,49998,24999,P016,4999.8,0,0,49998,2,2022
2,2022-03-29 00:00:00,29,0,3,3092,79999,79999,P001,7999.900000000001,0,0,79999,1,2022
2,2022-04-06 00:00:00,6,79.80000000000001,4,1268,398.8,399,P030,39.88,0.2,PR001,399,1,2022
2,2022-05-03 00:00:00,3,9599.4,5,2979,47996.8,15999,P013,4799.68,0.2,PR001,47997,3,2022
2,2022-05-11 00:00:00,11,53999.4,5,2182,269996.8,89999,P003,26999.68,0.2,PR001,269997,3,2022
2,2022-06-13 00:00:00,13,0,6,667,5598,2799,P024,559.8000000000001,0,0,5598,2,2022
2,2022-06-25 00:00:00,25,0,6,2455,69999,69999,P002,6999.900000000001,0,0,69999,1,2022
2,2022-07-01 00:00:00,1,0,7,8,4497,1499,P011,449.70000000000005,0,0,4497,3,2022
2,2022-07-05 00:00:00,5,0,7,1272,20998,10499,P017,2099.8,0,0,20998,2,2022
2,2022-07-19 00:00:00,19,0,7,791,2999,2999,P012,299.90000000000003,0,0,2999,1,2022
2,2022-09-07 00:00:00,7,0,9,1602,129998,64999,P004,12999.800000000001,0,0,129998,2,2022
2,2022-10-26 00:00:00,26,0,10,629,17998,8999,P025,1799.8000000000002,0,0,17998,2,2022
2,2022-11-24 00:00:00,24,0,11,230,2199,2199,P010,219.9,0,0,2199,1,2022
2,2022-12-07 00:00:00,7,0,12,1576,5499,5499,P008,549.9,0,0,5499,1,2022
2,2022-12-28 00:00:00,28,0,12,3188,1499,1499,P011,149.9,0,0,1499,1,2022
2,2022-12-31 00:00:00,31,0,12,2983,6998,3499,P009,699.8000000000001,0,0,6998,2,2022
2,2023-01-11 00:00:00,11,0,1,1620,699,699,P027,69.9,0,0,699,1,2023
2,2023-01-17 00:00:00,17,0,1,3134,8397,2799,P024,839.7,0,0,8397,3,2023
2,2023-01-23 00:00:00,23,0,1,177,349,349,P028,34.9,0,0,349,1,2023
2,2023-04-02 00:00:00,2,9599.4,4,2970,47996.8,15999,P013,4799.68,0.2,PR001,47997,3,2023
2,2023-04-02 00:00:00,2,7799.400000000001,4,927,38996.8,12999,P020,3899.6800000000003,0.2,PR001,38997,3,2023
2,2023-05-06 00:00:00,6,38999.4,5,1262,194996.8,64999,P004,19499.68,0.2,PR001,194997,3,2023
2,2023-05-20 00:00:00,20,1119.6000000000001,5,1096,5597.8,2799,P024,559.7800000000001,0.2,PR001,5598,2,2023
2,2023-06-25 00:00:00,25,0,6,3295,10998,5499,P026,1099.8,0,0,10998,2,2023
2,2023-07-19 00:00:00,19,0,7,757,16497,5499,P008,1649.7,0,0,16497,3,2023
2,2023-08-01 00:00:00,1,0,8,1285,10998,5499,P008,1099.8,0,0,10998,2,2023
2,2023-09-20 00:00:00,20,0,9,1110,7499,7499,P006,749.9000000000001,0,0,7499,1,2023
2,2023-09-23 00:00:00,23,0,9,3089,129998,64999,P004,12999.800000000001,0,0,129998,2,2023
2,2023-11-28 00:00:00,28,0,11,897,74997,24999,P016,7499.700000000001,0,0,74997,3,2023
2,2023-12-19 00:00:00,19,27297.899999999998,12,1814,38996.3,12999,P020,3899.6300000000006,0.7,PR005,38997,3,2023
2,2023-12-21 00:00:00,21,69.3,12,1423,98.3,99,P029,9.83,0.7,PR005,99,1,2023
2,2023-12-22 00:00:00,22,732.9,12,1214,1046.3,349,P028,104.63,0.7,PR005,1047,3,2023
2,2023-12-31 00:00:00,31,279.29999999999995,12,72,398.3,399,P030,39.830000000000005,0.7,PR005,399,1,2023
2,2023-12-31 00:00:00,31,34998.6,12,86,49997.3,24999,P016,4999.7300000000005,0.7,PR005,49998,2,2023
20,2020-03-07 00:00:00,7,0,3,417,2097,699,P027,209.70000000000002,0,0,2097,3,2020
20,2020-03-13 00:00:00,13,0,3,1577,10499,10499,P017,1049.9,0,0,10499,1,2020
20,2020-04-22 00:00:00,22,31999.600000000002,4,1365,159997.8,79999,P001,15999.779999999999,0.2,PR001,159998,2,2020
20,2020-04-26 00:00:00,26,1199.4,4,1906,5996.8,1999,P022,599.6800000000001,0.2,PR001,5997,3,2020
20,2020-05-06 00:00:00,6,5399.400000000001,5,1241,26996.8,8999,P025,2699.6800000000003,0.2,PR001,26997,3,2020
20,2020-05-07 00:00:00,7,899.4000000000001,5,71,4496.8,1499,P023,449.68000000000006,0.2,PR001,4497,3,2020
20,2020-05-19 00:00:00,19,3199.8,5,957,15998.8,15999,P013,1599.88,0.2,PR001,15999,1,2020
20,2020-05-20 00:00:00,20,2099.4,5,2587,10496.8,3499,P009,1049.68,0.2,PR001,10497,3,2020
20,2020-06-14 00:00:00,14,0,6,865,5999,5999,P019,599.9,0,0,5999,1,2020
20,2020-06-20 00:00:00,20,0,6,181,8997,2999,P012,899.7,0,0,8997,3,2020
20,2020-06-22 00:00:00,22,0,6,2433,31998,15999,P013,3199.8,0,0,31998,2,2020
20,2020-07-01 00:00:00,1,0,7,3493,1299,1299,P021,129.9,0,0,1299,1,2020
20,2020-10-09 00:00:00,9,0,10,3120,10998,5499,P008,1099.8,0,0,10998,2,2020
20,2020-10-15 00:00:00,15,0,10,984,79999,79999,P001,7999.900000000001,0,0,79999,1,2020
20,2020-11-16 00:00:00,16,0,11,764,349,349,P028,34.9,0,0,349,1,2020
20,2020-11-24 00:00:00,24,0,11,1715,6597,2199,P010,659.7,0,0,6597,3,2020
20,2021-01-01 00:00:00,1,0,1,1854,6597,2199,P010,659.7,0,0,6597,3,2021
20,2021-01-03 00:00:00,3,0,1,2424,8397,2799,P024,839.7,0,0,8397,3,2021
20,2021-01-20 00:00:00,20,0,1,849,10998,5499,P008,1099.8,0,0,10998,2,2021
20,2021-01-22 00:00:00,22,0,1,195,38997,12999,P020,3899.7000000000003,0,0,38997,3,2021
20,2021-03-05 00:00:00,5,0,3,406,38997,12999,P020,3899.7000000000003,0,0,38997,3,2021
20,2021-03-29 00:00:00,29,0,3,2350,139998,69999,P002,13999.800000000001,0,0,139998,2,2021
20,2021-04-26 00:00:00,26,2099.4,4,2071,10496.8,3499,P009,1049.68,0.2,PR001,10497,3,2021
20,2021-05-12 00:00:00,12,2799.6000000000004,5,1375,13997.8,6999,P007,1399.78,0.2,PR001,13998,2,2021
20,2021-05-20 00:00:00,20,2799.6000000000004,5,611,13997.8,6999,P007,1399.78,0.2,PR001,13998,2,2021
20,2021-06-29 00:00:00,29,0,6,774,1398,699,P027,139.8,0,0,1398,2,2021
20,2021-07-02 00:00:00,2,0,7,318,10499,10499,P017,1049.9,0,0,10499,1,2021
20,2021-07-07 00:00:00,7,0,7,2601,11998,5999,P019,1199.8,0,0,11998,2,2021
20,2021-08-02 00:00:00,2,0,8,2291,47997,15999,P013,4799.7,0,0,47997,3,2021
20,2021-08-31 00:00:00,31,0,8,1250,2299,2299,P018,229.9,0,0,2299,1,2021
20,2021-09-28 00:00:00,28,0,9,1876,38997,12999,P020,3899.7000000000003,0,0,38997,3,2021
20,2021-12-17 00:00:00,17,0,12,1197,20997,6999,P007,2099.7000000000003,0,0,20997,3,2021
20,2021-12-31 00:00:00,31,0,12,1544,159998,79999,P001,15999.800000000001,0,0,159998,2,2021
20,2022-01-03 00:00:00,3,0,1,1007,14998,7499,P006,1499.8000000000002,0,0,14998,2,2022
20,2022-01-21 00:00:00,21,0,1,2031,10998,5499,P008,1099.8,0,0,10998,2,2022
20,2022-01-31 00:00:00,31,0,1,2140,20997,6999,P007,2099.7000000000003,0,0,20997,3,2022
20,2022-02-23 00:00:00,23,0,2,2306,10499,10499,P017,1049.9,0,0,10499,1,2022
20,2022-02-24 00:00:00,24,0,2,35,47997,15999,P013,4799.7,0,0,47997,3,2022
20,2022-03-03 00:00:00,3,0,3,102,4398,2199,P010,439.8,0,0,4398,2,2022
20,2022-04-01 00:00:00,1,6299.400000000001,4,1694,31496.8,10499,P017,3149.6800000000003,0.2,PR001,31497,3,2022
20,2022-04-13 00:00:00,13,139.6,4,1122,697.8,349,P028,69.78,0.2,PR001,698,2,2022
20,2022-04-20 00:00:00,20,4199.400000000001,4,1657,20996.8,6999,P007,2099.68,0.2,PR001,20997,3,2022
20,2022-05-06 00:00:00,6,4499.400000000001,5,3480,22496.8,7499,P006,2249.68,0.2,PR001,22497,3,2022
20,2022-05-18 00:00:00,18,6399.6,5,1499,31997.8,15999,P013,3199.78,0.2,PR001,31998,2,2022
20,2022-05-29 00:00:00,29,439.8,5,307,2198.8,2199,P010,219.88000000000002,0.2,PR001,2199,1,2022
20,2022-06-04 00:00:00,4,0,6,1736,239997,79999,P001,23999.7,0,0,239997,3,2022
20,2022-06-06 00:00:00,6,0,6,2145,17998,8999,P025,1799.8000000000002,0,0,17998,2,2022
20,2022-07-19 00:00:00,19,0,7,1767,2097,699,P027,209.70000000000002,0,0,2097,3,2022
20,2022-07-26 00:00:00,26,0,7,2523,4398,2199,P010,439.8,0,0,4398,2,2022
20,2022-10-15 00:00:00,15,0,10,1404,139998,69999,P002,13999.800000000001,0,0,139998,2,2022
20,2022-10-24 00:00:00,24,149.9,10,881,1498.9,1499,P023,149.89000000000001,0.1,PR002,1499,1,2022
20,2022-11-06 00:00:00,6,0,11,448,14997,4999,P014,1499.7,0,0,14997,3,2022
20,2022-11-22 00:00:00,22,0,11,1907,239997,79999,P001,23999.7,0,0,239997,3,2022
20,2022-11-24 00:00:00,24,0,11,1448,92499,92499,P005,9249.9,0,0,92499,1,2022
20,2022-12-01 00:00:00,1,0,12,1840,16497,5499,P026,1649.7,0,0,16497,3,2022
20,2022-12-03 00:00:00,3,0,12,2956,49998,24999,P016,4999.8,0,0,49998,2,2022
20,2022-12-05 00:00:00,5,0,12,251,2998,1499,P011,299.8,0,0,2998,2,2022
20,2022-12-10 00:00:00,10,0,12,3113,239997,79999,P001,23999.7,0,0,239997,3,2022
20,2022-12-28 00:00:00,28,0,12,1047,6998,3499,P009,699.8000000000001,0,0,6998,2,2022
20,2023-01-07 00:00:00,7,0,1,797,2998,1499,P023,299.8,0,0,2998,2,2023
20,2023-02-24 00:00:00,24,0,2,937,6999,6999,P007,699.9000000000001,0,0,6999,1,2023
20,2023-03-14 00:00:00,14,0,3,2779,6597,2199,P010,659.7,0,0,6597,3,2023
20,2023-05-25 00:00:00,25,4999.8,5,1439,24998.8,24999,P016,2499.88,0.2,PR001,24999,1,2023
20,2023-05-28 00:00:00,28,9599.4,5,1874,47996.8,15999,P013,4799.68,0.2,PR001,47997,3,2023
20,2023-06-04 00:00:00,4,0,6,1443,2799,2799,P024,279.90000000000003,0,0,2799,1,2023
20,2023-06-07 00:00:00,7,0,6,367,11998,5999,P019,1199.8,0,0,11998,2,2023
20,2023-06-21 00:00:00,21,0,6,3334,3499,3499,P009,349.90000000000003,0,0,3499,1,2023
20,2023-07-22 00:00:00,22,99,7,73,197.5,99,P029,19.75,0.5,PR004,198,2,2023
20,2023-08-19 00:00:00,19,0,8,1968,4598,2299,P018,459.8,0,0,4598,2,2023
20,2023-09-21 00:00:00,21,0,9,3486,25998,12999,P020,2599.8,0,0,25998,2,2023
20,2023-10-24 00:00:00,24,0,10,825,1499,1499,P011,149.9,0,0,1499,1,2023
20,2023-12-23 00:00:00,23,10498.599999999999,12,1154,14997.3,7499,P006,1499.73,0.7,PR005,14998,2,2023
21,2020-02-08 00:00:00,8,0,2,1311,49998,24999,P016,4999.8,0,0,49998,2,2020
21,2020-02-10 00:00:00,10,0,2,2285,1047,349,P028,104.7,0,0,1047,3,2020
21,2020-03-13 00:00:00,13,0,3,2025,16998,8499,P015,1699.8000000000002,0,0,16998,2,2020
21,2020-03-22 00:00:00,22,0,3,478,698,349,P028,69.8,0,0,698,2,2020
21,2020-04-05 00:00:00,5,4199.6,4,1630,20997.8,10499,P017,2099.78,0.2,PR001,20998,2,2020
21,2020-05-03 00:00:00,3,79.80000000000001,5,3353,398.8,399,P030,39.88,0.2,PR001,399,1,2020
21,2020-06-07 00:00:00,7,0,6,1106,38997,12999,P020,3899.7000000000003,0,0,38997,3,2020
21,2020-08-21 00:00:00,21,0,8,597,17997,5999,P019,1799.7,0,0,17997,3,2020
21,2020-09-07 00:00:00,7,0,9,2009,26997,8999,P025,2699.7000000000003,0,0,26997,3,2020
21,2020-09-13 00:00:00,13,0,9,2092,9998,4999,P014,999.8000000000001,0,0,9998,2,2020
21,2020-10-04 00:00:00,4,0,10,1458,6897,2299,P018,689.7,0,0,6897,3,2020
21,2020-10-19 00:00:00,19,0,10,2842,92499,92499,P005,9249.9,0,0,92499,1,2020
21,2020-11-17 00:00:00,17,0,11,1410,3897,1299,P021,389.70000000000005,0,0,3897,3,2020
21,2020-12-20 00:00:00,20,0,12,746,12999,12999,P020,1299.9,0,0,12999,1,2020
21,2020-12-21 00:00:00,21,0,12,2497,277497,92499,P005,27749.7,0,0,277497,3,2020
21,2021-01-03 00:00:00,3,0,1,312,399,399,P030,39.900000000000006,0,0,399,1,2021
21,2021-01-26 00:00:00,26,0,1,1772,69999,69999,P002,6999.900000000001,0,0,69999,1,2021
21,2021-02-13 00:00:00,13,0,2,3269,69999,69999,P002,6999.900000000001,0,0,69999,1,2021
21,2021-03-03 00:00:00,3,0,3,2339,798,399,P030,79.80000000000001,0,0,798,2,2021
21,2021-04-05 00:00:00,5,399.8,4,2063,1998.8,1999,P022,199.88,0.2,PR001,1999,1,2021
21,2021-04-16 00:00:00,16,779.4000000000001,4,2639,3896.8,1299,P021,389.68000000000006,0.2,PR001,3897,3,2021
21,2021-06-03 00:00:00,3,0,6,2171,297,99,P029,29.700000000000003,0,0,297,3,2021
21,2021-08-20 00:00:00,20,0,8,1303,2998,1499,P011,299.8,0,0,2998,2,2021
21,2021-09-02 00:00:00,2,0,9,2268,194997,64999,P004,19499.7,0,0,194997,3,2021
21,2021-09-20 00:00:00,20,0,9,1748,5598,2799,P024,559.8000000000001,0,0,5598,2,2021
21,2021-09-24 00:00:00,24,0,9,2831,269997,89999,P003,26999.7,0,0,269997,3,2021
21,2021-10-01 00:00:00,1,0,10,617,1047,349,P028,104.7,0,0,1047,3,2021
21,2021-10-12 00:00:00,12,0,10,3494,99,99,P029,9.9,0,0,99,1,2021
21,2021-10-17 00:00:00,17,0,10,1703,49998,24999,P016,4999.8,0,0,49998,2,2021
21,2021-11-07 00:00:00,7,0,11,2653,10998,5499,P008,1099.8,0,0,10998,2,2021
21,2021-12-22 00:00:00,22,0,12,3323,4598,2299,P018,459.8,0,0,4598,2,2021
21,2022-03-02 00:00:00,2,0,3,3006,8499,8499,P015,849.9000000000001,0,0,8499,1,2022
21,2022-03-08 00:00:00,8,0,3,2515,17997,5999,P019,1799.7,0,0,17997,3,2022
21,2022-03-24 00:00:00,24,0,3,685,10998,5499,P026,1099.8,0,0,10998,2,2022
21,2022-03-31 00:00:00,31,0,3,1722,31998,15999,P013,3199.8,0,0,31998,2,2022
21,2022-05-15 00:00:00,15,2199.6,5,201,10997.8,5499,P026,1099.78,0.2,PR001,10998,2,2022
21,2022-05-25 00:00:00,25,2399.6,5,14,11997.8,5999,P019,1199.78,0.2,PR001,11998,2,2022
21,2022-05-29 00:00:00,29,3299.4,5,153,16496.8,5499,P008,1649.68,0.2,PR001,16497,3,2022
21,2022-06-04 00:00:00,4,0,6,3311,4999,4999,P014,499.90000000000003,0,0,4999,1,2022
21,2022-06-16 00:00:00,16,0,6,1837,239997,79999,P001,23999.7,0,0,239997,3,2022
21,2022-07-10 00:00:00,10,2499.5,7,3205,4998.5,4999,P014,499.85,0.5,PR004,4999,1,2022
21,2022-07-21 00:00:00,21,0,7,3289,277497,92499,P005,27749.7,0,0,277497,3,2022
21,2022-08-02 00:00:00,2,0,8,2210,31998,15999,P013,3199.8,0,0,31998,2,2022
21,2022-08-27 00:00:00,27,0,8,2594,49998,24999,P016,4999.8,0,0,49998,2,2022
21,2022-08-29 00:00:00,29,0,8,2544,4999,4999,P014,499.90000000000003,0,0,4999,1,2022
21,2022-10-06 00:00:00,6,0,10,2382,3998,1999,P022,399.8,0,0,3998,2,2022
21,2022-10-15 00:00:00,15,0,10,1319,698,349,P028,69.8,0,0,698,2,2022
21,2022-12-01 00:00:00,1,0,12,2485,2999,2999,P012,299.90000000000003,0,0,2999,1,2022
21,2023-01-03 00:00:00,3,0,1,1501,277497,92499,P005,27749.7,0,0,277497,3,2023
21,2023-01-25 00:00:00,25,0,1,2835,49998,24999,P016,4999.8,0,0,49998,2,2023
21,2023-02-17 00:00:00,17,0,2,342,209997,69999,P002,20999.7,0,0,209997,3,2023
21,2023-04-22 00:00:00,22,699.8000000000001,4,3270,3498.8,3499,P009,349.88000000000005,0.2,PR001,3499,1,2023
21,2023-05-12 00:00:00,12,799.6,5,1052,3997.8,1999,P022,399.78000000000003,0.2,PR001,3998,2,2023
21,2023-05-14 00:00:00,14,3199.8,5,836,15998.8,15999,P013,1599.88,0.2,PR001,15999,1,2023
21,2023-05-17 00:00:00,17,2099.8,5,509,10498.8,10499,P017,1049.8799999999999,0.2,PR001,10499,1,2023
21,2023-05-24 00:00:00,24,9599.4,5,1223,47996.8,15999,P013,4799.68,0.2,PR001,47997,3,2023
